record_id,visit_date,month,week_number,quarter,season,city,store_type,retailer_id,salesperson_name,consumer_demographic,product_category,retailer_feedback,trend_signal_type,trend_label
CTR-0371,2025-03-27,3,13,Q1,Ramadan,Hyderabad,Convenience Store,RTL-0056,Priya Sharma,health-conscious adults,biscuits,Owner told me protein puffs and roasted chickpeas selling well. Traditional chips slow.,demographic_preference,protein_snack_trend
CTR-0372,2025-01-10,1,2,Q1,Winter,Bangalore,Medical Store,RTL-0023,Priya Sharma,college students,chips,Working professional asked for snack that fills stomach and has protein. Post-gym request.,demographic_preference,protein_snack_trend
CTR-0373,2025-11-23,11,47,Q4,Post-Festive,Bangalore,General Store,RTL-0023,Priya Sharma,health-conscious adults,rice crisps,Retailer near fitness center said protein bar and makhana outselling chips consistently.,demographic_preference,protein_snack_trend
CTR-0374,2025-02-22,2,8,Q1,Winter,Patna,Convenience Store,RTL-0067,Rajesh Gupta,urban youth,roasted nuts,Customers asking for pea protein puffs they saw on fitness app recommendation.,demographic_preference,protein_snack_trend
CTR-0375,2025-08-27,8,35,Q3,Onam,Nagpur,General Store,RTL-0037,Vikram Iyer,working professionals,namkeen,Owner told me diet culture shift visible - macro-counting customers are real segment.,demographic_preference,protein_snack_trend
CTR-0376,2026-03-29,3,13,Q1,Ramadan,Indore,Supermarket,RTL-0006,Harish Babu,college students,bhujia,Fitness group in area active on WhatsApp - owner gets recommendations flow from there.,demographic_preference,protein_snack_trend
CTR-0377,2025-08-25,8,35,Q3,Onam,Chennai,Kirana Store,RTL-0065,Anjali Rao,health-conscious adults,rice crisps,Customer asked retailer to show only high-protein snacks. Filtered everything else out.,demographic_preference,protein_snack_trend
CTR-0378,2025-11-02,11,44,Q4,Diwali,Surat,Petrol-pump Store,RTL-0041,Suresh Patel,health-conscious adults,bhujia,Retailer said roasted legume snacks now premium segment. Customers pay more for protein.,demographic_preference,protein_snack_trend
CTR-0379,2025-06-23,6,26,Q2,Monsoon,Bhubaneswar,General Store,RTL-0074,Kavita Joshi,working professionals,wafers,Owner near CrossFit gym said protein snack demand is daily and consistent.,demographic_preference,protein_snack_trend
CTR-0380,2026-02-16,2,8,Q1,Winter,Surat,Petrol-pump Store,RTL-0060,Arjun Mehta,health-conscious adults,rice crisps,Working women asking for protein snack for 4pm hunger. Wants to avoid extra calories.,demographic_preference,protein_snack_trend
CTR-0381,2025-03-17,3,12,Q1,Holi,Bhopal,General Store,RTL-0040,Sunita Verma,urban youth,makhana,Retailer confirmed lentil chips and seed bars new category growing fast in his store.,demographic_preference,protein_snack_trend
CTR-0382,2025-09-29,9,40,Q3,Monsoon,Nagpur,General Store,RTL-0048,Meena Reddy,health-conscious adults,namkeen,Customer showed fitness tracker to retailer - said needs protein snack that fits macros.,demographic_preference,protein_snack_trend
CTR-0383,2025-12-09,12,50,Q4,Post-Festive,Kolkata,Petrol-pump Store,RTL-0019,Rekha Pillai,working professionals,makhana,Owner told me protein demand even from non-gym people. Awareness has spread widely.,demographic_preference,protein_snack_trend
CTR-0384,2025-11-21,11,47,Q4,Post-Festive,Hyderabad,Petrol-pump Store,RTL-0036,Anjali Rao,health-conscious adults,roasted nuts,College student asking for affordable high-protein option. Wants gains without big spend.,demographic_preference,protein_snack_trend
CTR-0385,2025-05-20,5,21,Q2,Summer,Mumbai,Departmental Store,RTL-0007,Vikram Iyer,working professionals,rice crisps,Retailer said sports nutrition awareness reached even smaller towns near city now.,demographic_preference,protein_snack_trend
CTR-0386,2025-09-24,9,39,Q3,Monsoon,Vizag,Supermarket,RTL-0034,Anjali Rao,working professionals,namkeen,Customer asking if roasted peanuts qualify as protein snack. Wants healthy option.,demographic_preference,protein_snack_trend
CTR-0387,2025-06-06,6,23,Q2,Monsoon,Hyderabad,General Store,RTL-0055,Priya Sharma,urban youth,namkeen,"Owner confirmed protein snack trend started with gym crowd, now reaching office crowd.",demographic_preference,protein_snack_trend
CTR-0388,2026-04-08,4,15,Q2,Post-Festive,Nagpur,General Store,RTL-0048,Meena Reddy,health-conscious adults,makhana,Dietitian nearby recommending protein snacks - retailer getting those referred customers.,demographic_preference,protein_snack_trend
CTR-0389,2025-08-14,8,33,Q3,Monsoon,Jaipur,Departmental Store,RTL-0021,Ravi Kumar,working professionals,biscuits,Retailer told me bodybuilder community in area only buys protein snacks. Large volume.,demographic_preference,protein_snack_trend
CTR-0390,2025-05-21,5,21,Q2,Summer,Bangalore,Petrol-pump Store,RTL-0024,Priya Sharma,health-conscious adults,popcorn,Owner said marathon runners preparing for city run asking for protein snacks for training.,demographic_preference,protein_snack_trend
CTR-0391,2025-11-09,11,45,Q4,Diwali,Ahmedabad,Hypermarket,RTL-0031,Suresh Patel,working professionals,roasted nuts,Customer wanted protein content per rupee comparison. Very analytical buyer.,demographic_preference,protein_snack_trend
CTR-0392,2025-08-24,8,34,Q3,Onam,Patna,Convenience Store,RTL-0067,Rajesh Gupta,health-conscious adults,wafers,Retailer near sports academy said coaches recommending protein snacks for student athletes.,demographic_preference,protein_snack_trend
CTR-0393,2025-01-16,1,3,Q1,Winter,Vizag,Wholesale Depot,RTL-0033,Anjali Rao,college students,popcorn,Owner told me protein snack demand spikes before and after major sports events in city.,demographic_preference,protein_snack_trend
CTR-0394,2025-07-16,7,29,Q3,Monsoon,Ahmedabad,Convenience Store,RTL-0064,Arjun Mehta,college students,makhana,Customer showed fitness YouTube video recommending specific protein snack. Asked for same.,demographic_preference,protein_snack_trend
CTR-0395,2025-06-15,6,24,Q2,Monsoon,Patna,College Canteen,RTL-0068,Rajesh Gupta,urban youth,puffs,Retailer said protein snack buyers spend 3x more than regular snack buyers per visit.,demographic_preference,protein_snack_trend
CTR-0396,2025-06-01,6,22,Q2,Monsoon,Vizag,Hypermarket,RTL-0034,Anjali Rao,college students,puffs,Owner told me plant-based protein snack requests coming from vegan gym customers.,demographic_preference,protein_snack_trend
CTR-0397,2026-03-23,3,13,Q1,Holi,Mumbai,Medical Store,RTL-0008,Vikram Iyer,working professionals,rice crisps,Customer asked if protein content on label is per serving or per 100g. Very informed.,demographic_preference,protein_snack_trend
CTR-0398,2025-07-01,7,27,Q3,Monsoon,Nagpur,Medical Store,RTL-0069,Sunita Verma,urban youth,roasted nuts,Retailer near medical college said healthcare students eating protein snacks between classes.,demographic_preference,protein_snack_trend
CTR-0399,2025-03-13,3,11,Q1,Holi,Bangalore,Petrol-pump Store,RTL-0077,Deepa Nair,health-conscious adults,wafers,Owner told me working professional segment eating protein snacks as meal replacement.,demographic_preference,protein_snack_trend
CTR-0400,2025-05-18,5,20,Q2,Summer,Pune,Supermarket,RTL-0045,Meena Reddy,college students,roasted nuts,Customer frustrated our product doesn't have protein content on front of pack.,demographic_preference,protein_snack_trend
CTR-0401,2025-10-27,10,44,Q4,Diwali,Chennai,General Store,RTL-0054,Priya Sharma,urban youth,makhana,Retailer said protein snack customers bring friends. Word of mouth strongest in segment.,demographic_preference,protein_snack_trend
CTR-0402,2026-03-12,3,11,Q1,Holi,Bangalore,Departmental Store,RTL-0077,Deepa Nair,college students,bhujia,Rupees 5 and 10 packs selling highest volume. Big packs sitting. Price point is everything here.,demand_shift,small_pack_affordability_preference
CTR-0403,2025-05-28,5,22,Q2,Summer,Jaipur,Wholesale Depot,RTL-0084,Naresh Yadav,school children,roasted nuts,School children buying daily with pocket money. Rupees 10 is their max. Small packs only.,demand_shift,small_pack_affordability_preference
CTR-0404,2025-11-01,11,44,Q4,Diwali,Nagpur,Petrol-pump Store,RTL-0070,Sunita Verma,rural consumers,makhana,"Owner told me during salary delay week, customers only buy rupees 5 packs. Very visible shift.",demand_shift,small_pack_affordability_preference
CTR-0405,2025-06-03,6,23,Q2,Monsoon,Surat,Wholesale Depot,RTL-0041,Suresh Patel,rural consumers,roasted nuts,"Retailer confirmed trial behavior - customers buy small pack first, upgrade only if liked.",demand_shift,small_pack_affordability_preference
CTR-0406,2025-10-25,10,43,Q4,Diwali,Kolkata,Petrol-pump Store,RTL-0013,Kavita Joshi,rural consumers,bhujia,Migrant workers buying rupees 5 packs daily. Low margin but huge volume adds up.,demand_shift,small_pack_affordability_preference
CTR-0407,2026-03-06,3,10,Q1,Holi,Ahmedabad,College Canteen,RTL-0064,Arjun Mehta,school children,rice crisps,Owner said big pack buyer is rare in this area. Small frequent purchase is the pattern.,demand_shift,small_pack_affordability_preference
CTR-0408,2025-01-14,1,3,Q1,Winter,Ahmedabad,Petrol-pump Store,RTL-0031,Suresh Patel,rural consumers,chips,Customers comparing number of pieces per rupee loudly in store. Very value-focused.,demand_shift,small_pack_affordability_preference
CTR-0409,2026-02-01,2,5,Q1,Winter,Mumbai,Wholesale Depot,RTL-0008,Vikram Iyer,rural consumers,makhana,Retailer near construction site said worker customers buy only rupees 2 and 5 packs.,demand_shift,small_pack_affordability_preference
CTR-0410,2025-07-19,7,29,Q3,Monsoon,Lucknow,Medical Store,RTL-0079,Amit Singh,college students,bhujia,Owner told me rupees 10 variety bundle sells well as affordable gift. Demand during festivals.,demand_shift,small_pack_affordability_preference
CTR-0411,2025-08-20,8,34,Q3,Onam,Coimbatore,Departmental Store,RTL-0017,Deepa Nair,rural consumers,wafers,Kids know exact piece count in each pack size. Retailer amazed at their awareness.,demand_shift,small_pack_affordability_preference
CTR-0412,2025-07-11,7,28,Q3,Monsoon,Hyderabad,Convenience Store,RTL-0035,Anjali Rao,school children,bhujia,Customer returned big pack because it went stale. Now only buys small. Common complaint.,demand_shift,small_pack_affordability_preference
CTR-0413,2026-05-09,5,19,Q2,Summer,Chandigarh,Departmental Store,RTL-0052,Ravi Kumar,college students,puffs,Retailer said introducing rupees 2 pack brought new customer segment that never bought before.,demand_shift,small_pack_affordability_preference
CTR-0414,2026-04-06,4,15,Q2,Post-Festive,Kochi,Wholesale Depot,RTL-0011,Deepa Nair,college students,rice crisps,Owner told me margins thin on small packs but customer base loyal and consistent.,demand_shift,small_pack_affordability_preference
CTR-0415,2025-06-12,6,24,Q2,Monsoon,Patna,Supermarket,RTL-0067,Rajesh Gupta,rural consumers,wafers,Retailer near slum area says small pack is 90% of revenue. Big pack irrelevant there.,demand_shift,small_pack_affordability_preference
CTR-0416,2025-12-02,12,49,Q4,Post-Festive,Nagpur,Medical Store,RTL-0047,Meena Reddy,school children,namkeen,Customer asked why no rupees 5 pack of specific flavor. Said big pack too expensive for daily.,demand_shift,small_pack_affordability_preference
CTR-0417,2025-09-26,9,39,Q3,Monsoon,Lucknow,Petrol-pump Store,RTL-0079,Amit Singh,rural consumers,biscuits,"Owner confirmed weekly purchase pattern - small packs bought daily, big pack rare.",demand_shift,small_pack_affordability_preference
CTR-0418,2025-01-31,1,5,Q1,Winter,Lucknow,Convenience Store,RTL-0049,Naresh Yadav,middle-income families,biscuits,"Retailer said during examination season, student demand for small packs spikes.",demand_shift,small_pack_affordability_preference
CTR-0419,2025-12-21,12,51,Q4,Post-Festive,Patna,Departmental Store,RTL-0067,Rajesh Gupta,school children,chips,Affordable price point is non-negotiable here. Owner refused premium large pack suggestion.,demand_shift,small_pack_affordability_preference
CTR-0420,2025-01-03,1,1,Q1,New Year,Kochi,Hypermarket,RTL-0011,Deepa Nair,school children,makhana,Customer group-buying rupees 10 packs together to try. Splitting cost to explore varieties.,demand_shift,small_pack_affordability_preference
CTR-0421,2025-04-11,4,15,Q2,Post-Festive,Lucknow,Departmental Store,RTL-0080,Amit Singh,college students,chips,"Owner told me rupees 5 pack is marketing tool - once they like taste, they buy bigger.",demand_shift,small_pack_affordability_preference
CTR-0422,2025-09-21,9,38,Q3,Monsoon,Kolkata,Departmental Store,RTL-0019,Rekha Pillai,college students,makhana,Retailer told me auto-rickshaw drivers buy rupees 5 packs at every traffic light stop.,demand_shift,small_pack_affordability_preference
CTR-0423,2025-03-22,3,12,Q1,Holi,Chennai,Departmental Store,RTL-0054,Priya Sharma,middle-income families,biscuits,Owner near daily wage labor area said rupees 2 pack is the only relevant price point.,demand_shift,small_pack_affordability_preference
CTR-0424,2026-05-01,5,18,Q2,Summer,Chandigarh,Supermarket,RTL-0051,Ravi Kumar,school children,biscuits,Customer angry that rupees 5 pack reduced quantity. Said feels cheated. Common complaint.,demand_shift,small_pack_affordability_preference
CTR-0425,2025-11-29,11,48,Q4,Post-Festive,Chandigarh,Departmental Store,RTL-0051,Ravi Kumar,college students,chips,Retailer said small pack buyer is most regular. Comes every single day without fail.,demand_shift,small_pack_affordability_preference
CTR-0426,2025-03-28,3,13,Q1,Ramadan,Hyderabad,Convenience Store,RTL-0035,Anjali Rao,rural consumers,popcorn,"Owner told me during monsoon when outdoor work stops, small pack volume goes up further.",demand_shift,small_pack_affordability_preference
CTR-0427,2025-04-09,4,15,Q2,Post-Festive,Mumbai,Departmental Store,RTL-0007,Vikram Iyer,rural consumers,wafers,Customer asked retailer to keep a tab. Pays at end of week. All small packs. Trust buying.,demand_shift,small_pack_affordability_preference
CTR-0428,2025-10-26,10,43,Q4,Diwali,Coimbatore,General Store,RTL-0018,Deepa Nair,college students,bhujia,Retailer said small pack variety is his strongest competitive advantage vs bigger stores.,demand_shift,small_pack_affordability_preference
CTR-0429,2025-04-25,4,17,Q2,Post-Festive,Mumbai,Departmental Store,RTL-0016,Meena Reddy,college students,puffs,Owner near tea stall said customers pair tea with rupees 5 snack pack. Daily ritual.,demand_shift,small_pack_affordability_preference
CTR-0430,2026-04-06,4,15,Q2,Post-Festive,Mumbai,Kirana Store,RTL-0007,Vikram Iyer,middle-income families,chips,Customer said bigger pack wasteful for solo eating. Small pack is perfect portion for one.,demand_shift,small_pack_affordability_preference
CTR-0431,2026-05-17,5,20,Q2,Summer,Coimbatore,Departmental Store,RTL-0018,Deepa Nair,rural consumers,roasted nuts,Retailer told me rural customers coming to city specifically prefer small packs. Familiar.,demand_shift,small_pack_affordability_preference
CTR-0432,2025-06-08,6,23,Q2,Monsoon,Delhi,Departmental Store,RTL-0057,Naresh Yadav,middle-income families,bhujia,Owner said small pack gifting between friends and colleagues is casual social behavior here.,demand_shift,small_pack_affordability_preference
CTR-0433,2025-03-29,3,13,Q1,Ramadan,Surat,Convenience Store,RTL-0059,Arjun Mehta,college students,biscuits,Customer asked if rupees 1 pack still exists. Said children's demand requires that price.,demand_shift,small_pack_affordability_preference
CTR-0434,2025-07-22,7,30,Q3,Monsoon,Nagpur,General Store,RTL-0070,Sunita Verma,college students,popcorn,Retailer told me small packs drive more brand trials than any sampling activity.,demand_shift,small_pack_affordability_preference
CTR-0435,2025-06-21,6,25,Q2,Monsoon,Vizag,College Canteen,RTL-0033,Anjali Rao,working professionals,bhujia,Customers asking if product is vegan. Even non-vegans asking due to health perception.,demographic_preference,plant_based_adoption
CTR-0436,2025-10-11,10,41,Q4,Festive,Surat,Petrol-pump Store,RTL-0041,Suresh Patel,health-conscious adults,wafers,Jain customers asking for no onion no garlic snacks every visit. Loyal if we have it.,demographic_preference,plant_based_adoption
CTR-0437,2025-05-02,5,18,Q2,Summer,Ahmedabad,Wholesale Depot,RTL-0063,Arjun Mehta,senior citizens,wafers,Owner told me vegan-certified label makes customer choose that over uncertified option.,demographic_preference,plant_based_adoption
CTR-0438,2025-05-04,5,18,Q2,Summer,Kochi,General Store,RTL-0012,Deepa Nair,health-conscious adults,biscuits,Retailer said plant-based demand not just from vegans. Health conscious also preferring.,demographic_preference,plant_based_adoption
CTR-0439,2025-10-12,10,41,Q4,Festive,Chennai,Hypermarket,RTL-0053,Priya Sharma,health-conscious adults,biscuits,Customer asking about millet snacks specifically. Connected to plant-based clean eating.,demographic_preference,plant_based_adoption
CTR-0440,2025-04-21,4,17,Q2,Post-Festive,Coimbatore,Kirana Store,RTL-0017,Deepa Nair,senior citizens,wafers,Religious fasting season - no animal product snacks in high demand. Recurring every year.,demographic_preference,plant_based_adoption
CTR-0441,2025-09-16,9,38,Q3,Monsoon,Surat,Convenience Store,RTL-0042,Suresh Patel,senior citizens,roasted nuts,Owner near temple said devotees buy only vegan snacks. Big segment in this locality.,demographic_preference,plant_based_adoption
CTR-0442,2025-11-02,11,44,Q4,Diwali,Pune,Kirana Store,RTL-0046,Meena Reddy,homemakers,popcorn,Working professional asking for plant-based because company has sustainability initiative.,demographic_preference,plant_based_adoption
CTR-0443,2025-09-19,9,38,Q3,Monsoon,Coimbatore,Convenience Store,RTL-0018,Deepa Nair,working professionals,rice crisps,Retailer told me customer read about dairy industry and switched to plant-based immediately.,demographic_preference,plant_based_adoption
CTR-0444,2026-03-13,3,11,Q1,Holi,Pune,Medical Store,RTL-0027,Vikram Iyer,homemakers,makhana,Jain community festival - entire week demand for strict plant-based snacks. Big opportunity.,demographic_preference,plant_based_adoption
CTR-0445,2025-01-08,1,2,Q1,Winter,Jaipur,Departmental Store,RTL-0025,Harish Babu,senior citizens,popcorn,Customer asking if seeds and nuts snacks count as plant-based. Wants confirmation.,demographic_preference,plant_based_adoption
CTR-0446,2025-12-06,12,49,Q4,Post-Festive,Surat,Convenience Store,RTL-0060,Arjun Mehta,health-conscious adults,puffs,Owner said even meat-eating customers reducing animal products. Plant snacks intermediate step.,demographic_preference,plant_based_adoption
CTR-0447,2026-01-24,1,4,Q1,Winter,Bangalore,College Canteen,RTL-0024,Priya Sharma,health-conscious adults,makhana,Retailer confirmed vegan customers loyal and vocal - recommend to entire friend group.,demographic_preference,plant_based_adoption
CTR-0448,2025-05-28,5,22,Q2,Summer,Lucknow,Hypermarket,RTL-0079,Amit Singh,homemakers,puffs,Customer asked about environmental impact of snack. Sustainability now part of purchase.,demographic_preference,plant_based_adoption
CTR-0449,2026-02-01,2,5,Q1,Winter,Chennai,College Canteen,RTL-0066,Anjali Rao,senior citizens,roasted nuts,Owner told me organic and plant-based combination is biggest premium segment growing.,demographic_preference,plant_based_adoption
CTR-0450,2026-04-05,4,14,Q2,Post-Festive,Chennai,General Store,RTL-0054,Priya Sharma,working professionals,wafers,"Retailer said once customer finds a plant-based snack they like, they buy every week.",demographic_preference,plant_based_adoption
CTR-0451,2025-06-30,6,27,Q2,Monsoon,Kochi,Convenience Store,RTL-0012,Deepa Nair,health-conscious adults,bhujia,Working mothers asking for plant-based tiffin snacks for children. Conscious parenting.,demographic_preference,plant_based_adoption
CTR-0452,2026-01-11,1,2,Q1,Winter,Bangalore,Supermarket,RTL-0023,Priya Sharma,homemakers,rice crisps,Fasting customers asking for specific plant-based ingredients. Very informed buyers.,demographic_preference,plant_based_adoption
CTR-0453,2025-08-09,8,32,Q3,Monsoon,Ahmedabad,General Store,RTL-0031,Suresh Patel,health-conscious adults,biscuits,Owner confirmed plant-based demand doubled in last 6 months without any marketing.,demographic_preference,plant_based_adoption
CTR-0454,2025-10-10,10,41,Q4,Festive,Pune,Petrol-pump Store,RTL-0045,Meena Reddy,working professionals,chips,"Customer brought own reference of plant-based snack from health store, asked if we stock.",demographic_preference,plant_based_adoption
CTR-0455,2026-01-02,1,1,Q1,New Year,Lucknow,Convenience Store,RTL-0049,Naresh Yadav,homemakers,roasted nuts,Retailer near ISKCON temple said community members only buy strictly plant-based.,demographic_preference,plant_based_adoption
CTR-0456,2025-02-27,2,9,Q1,Holi,Chandigarh,Departmental Store,RTL-0051,Ravi Kumar,working professionals,chips,Owner told me vegan WhatsApp group in area sharing product recommendations. Creates demand.,demographic_preference,plant_based_adoption
CTR-0457,2026-05-14,5,20,Q2,Summer,Lucknow,Departmental Store,RTL-0080,Amit Singh,health-conscious adults,chips,Customer asked for egg-free certification on biscuits. Didn't realize snacks had egg.,demographic_preference,plant_based_adoption
CTR-0458,2026-01-19,1,4,Q1,Winter,Ahmedabad,College Canteen,RTL-0064,Arjun Mehta,health-conscious adults,wafers,Retailer said plant-based demand strongest among young educated women in this area.,demographic_preference,plant_based_adoption
CTR-0459,2025-05-24,5,21,Q2,Summer,Delhi,Departmental Store,RTL-0058,Naresh Yadav,senior citizens,puffs,Owner told me customer switched to plant-based after watching a documentary. Very motivated.,demographic_preference,plant_based_adoption
CTR-0460,2025-12-21,12,51,Q4,Post-Festive,Chandigarh,Petrol-pump Store,RTL-0051,Ravi Kumar,health-conscious adults,wafers,Customer asked if our product uses palm oil. Environmental concern driving plant-based choice.,demographic_preference,plant_based_adoption
CTR-0461,2025-08-08,8,32,Q3,Monsoon,Chandigarh,General Store,RTL-0002,Amit Singh,senior citizens,puffs,Retailer near organic market said customers there only buy certified plant-based snacks.,demographic_preference,plant_based_adoption
CTR-0462,2025-05-14,5,20,Q2,Summer,Chandigarh,Convenience Store,RTL-0009,Rajesh Gupta,homemakers,makhana,Owner said plant-based buyers are also the most engaged customers. Ask many questions.,demographic_preference,plant_based_adoption
CTR-0463,2026-05-09,5,19,Q2,Summer,Kolkata,Medical Store,RTL-0013,Kavita Joshi,homemakers,puffs,Customer wanted to know if snack is made in a factory that also processes meat products.,demographic_preference,plant_based_adoption
CTR-0464,2025-04-14,4,16,Q2,Post-Festive,Mumbai,College Canteen,RTL-0008,Vikram Iyer,homemakers,namkeen,Retailer told me Navratri and other fasting periods make plant-based demand visible clearly.,demographic_preference,plant_based_adoption
CTR-0465,2025-05-02,5,18,Q2,Summer,Lucknow,Wholesale Depot,RTL-0050,Naresh Yadav,homemakers,roasted nuts,Owner said plant-based product with good taste sells itself. No marketing needed once tried.,demographic_preference,plant_based_adoption
CTR-0466,2025-12-24,12,52,Q4,Post-Festive,Ahmedabad,Wholesale Depot,RTL-0032,Suresh Patel,health-conscious adults,wafers,Customer asked for snack safe for someone who has egg allergy. Plant-based solves this.,demographic_preference,plant_based_adoption
CTR-0467,2025-06-20,6,25,Q2,Monsoon,Lucknow,Departmental Store,RTL-0080,Amit Singh,homemakers,puffs,Retailer near nature cure center said their visitors only buy plant-based without exception.,demographic_preference,plant_based_adoption
CTR-0468,2025-11-03,11,45,Q4,Diwali,Bangalore,Kirana Store,RTL-0024,Priya Sharma,homemakers,biscuits,Raw mango and imli flavors selling out fast. Customers asking why always out of stock.,flavor_trend,tangy_sour_flavor_rise
CTR-0469,2025-01-07,1,2,Q1,Winter,Coimbatore,Supermarket,RTL-0017,Deepa Nair,urban youth,popcorn,Retailer said chaat-style snacks top request this month. Sour-spicy combo is what they want.,flavor_trend,tangy_sour_flavor_rise
CTR-0470,2025-06-05,6,23,Q2,Monsoon,Nagpur,General Store,RTL-0070,Sunita Verma,urban youth,popcorn,"Owner told me sour candy buyers shifted to sour chips. Same flavor, different format.",flavor_trend,tangy_sour_flavor_rise
CTR-0471,2025-06-16,6,25,Q2,Monsoon,Pune,Wholesale Depot,RTL-0046,Meena Reddy,college students,biscuits,Customers asking for pickle-flavored snacks. Intense sour hit is what they are looking for.,flavor_trend,tangy_sour_flavor_rise
CTR-0472,2025-10-13,10,42,Q4,Festive,Coimbatore,College Canteen,RTL-0018,Deepa Nair,urban youth,biscuits,Retailer near North Indian community - imli flavor demand very high consistently.,flavor_trend,tangy_sour_flavor_rise
CTR-0473,2025-02-12,2,7,Q1,Winter,Delhi,Wholesale Depot,RTL-0061,Ravi Kumar,college students,roasted nuts,Chaat snack trend from social media reached here. Customers asking for packaged pani puri flavor.,flavor_trend,tangy_sour_flavor_rise
CTR-0474,2026-05-05,5,19,Q2,Summer,Bhopal,Supermarket,RTL-0082,Harish Babu,homemakers,roasted nuts,Owner confirmed raw mango season drives snack flavor demand too. Customers connect seasonally.,flavor_trend,tangy_sour_flavor_rise
CTR-0475,2025-07-03,7,27,Q3,Monsoon,Kochi,Medical Store,RTL-0011,Deepa Nair,urban youth,chips,Kids and teenagers asking for extra sour options. Said regular flavors boring.,flavor_trend,tangy_sour_flavor_rise
CTR-0476,2025-02-10,2,7,Q1,Winter,Delhi,Hypermarket,RTL-0057,Naresh Yadav,school children,puffs,Retailer told me lemon variants running out. Tangy is the flavor customers reaching for.,flavor_trend,tangy_sour_flavor_rise
CTR-0477,2025-06-02,6,23,Q2,Monsoon,Chennai,Petrol-pump Store,RTL-0065,Anjali Rao,college students,biscuits,Customer asked retailer why imli flavor discontinued. Said it was their favorite.,flavor_trend,tangy_sour_flavor_rise
CTR-0478,2026-01-16,1,3,Q1,Winter,Nagpur,Kirana Store,RTL-0069,Sunita Verma,teenagers,popcorn,Owner told me homemade imli candy seller nearby created a taste for intense sour.,flavor_trend,tangy_sour_flavor_rise
CTR-0479,2025-06-13,6,24,Q2,Monsoon,Bhubaneswar,Kirana Store,RTL-0075,Rekha Pillai,school children,wafers,Festival season brings more tamarind flavor requests. Cultural connection strong.,flavor_trend,tangy_sour_flavor_rise
CTR-0480,2026-03-05,3,10,Q1,Holi,Ahmedabad,Medical Store,RTL-0063,Arjun Mehta,school children,wafers,Retailer said customers bored of salt and masala. Tangy gives excitement they want.,flavor_trend,tangy_sour_flavor_rise
CTR-0481,2026-02-16,2,8,Q1,Winter,Jaipur,General Store,RTL-0025,Harish Babu,teenagers,rice crisps,Young customer explained - they like the mouth-watering sour feeling. Very specific ask.,flavor_trend,tangy_sour_flavor_rise
CTR-0482,2026-01-10,1,2,Q1,Winter,Surat,Wholesale Depot,RTL-0041,Suresh Patel,college students,roasted nuts,Owner near chaat stall said customers want packaged version of what they eat as street food.,flavor_trend,tangy_sour_flavor_rise
CTR-0483,2025-03-14,3,11,Q1,Holi,Kolkata,Departmental Store,RTL-0013,Kavita Joshi,school children,namkeen,Retailer confirmed kachha aam flavor selling even outside mango season. Trend is real.,flavor_trend,tangy_sour_flavor_rise
CTR-0484,2025-02-15,2,7,Q1,Winter,Ahmedabad,Wholesale Depot,RTL-0063,Arjun Mehta,teenagers,bhujia,Customers asking for sour candy flavor in chip format. Unexpected but consistent request.,flavor_trend,tangy_sour_flavor_rise
CTR-0485,2025-01-02,1,1,Q1,New Year,Mumbai,Convenience Store,RTL-0007,Vikram Iyer,urban youth,wafers,Owner told me green mango flavor appeals to all ages. Widest appeal in his store.,flavor_trend,tangy_sour_flavor_rise
CTR-0486,2025-02-06,2,6,Q1,Winter,Mumbai,Petrol-pump Store,RTL-0015,Meena Reddy,homemakers,popcorn,Retailer said aamchur flavored snacks not common - first brand to launch will win here.,flavor_trend,tangy_sour_flavor_rise
CTR-0487,2025-01-05,1,1,Q1,New Year,Mumbai,College Canteen,RTL-0008,Vikram Iyer,homemakers,roasted nuts,Customers asking for both sour and spicy together. Chaat combination is the demand.,flavor_trend,tangy_sour_flavor_rise
CTR-0488,2026-02-16,2,8,Q1,Winter,Kolkata,Hypermarket,RTL-0020,Rekha Pillai,teenagers,roasted nuts,Owner told me kokum flavor becoming popular here. Coastal influence spreading inland.,flavor_trend,tangy_sour_flavor_rise
CTR-0489,2025-10-05,10,40,Q4,Festive,Patna,Convenience Store,RTL-0067,Rajesh Gupta,school children,namkeen,Retailer said tamarind candy brand that went viral now has customers asking for snack version.,flavor_trend,tangy_sour_flavor_rise
CTR-0490,2026-05-14,5,20,Q2,Summer,Bhopal,Petrol-pump Store,RTL-0081,Harish Babu,homemakers,biscuits,Customer wanted lime pickle flavor chips. Described exact taste they want in detail.,flavor_trend,tangy_sour_flavor_rise
CTR-0491,2026-01-06,1,2,Q1,Winter,Surat,Supermarket,RTL-0042,Suresh Patel,homemakers,chips,Owner near school said sour flavors most popular with children. Sweet is second.,flavor_trend,tangy_sour_flavor_rise
CTR-0492,2026-05-03,5,18,Q2,Summer,Bhopal,Departmental Store,RTL-0082,Harish Babu,homemakers,bhujia,Retailer told me tangy flavor demand increases during summer. Thirst and sour connect.,flavor_trend,tangy_sour_flavor_rise
CTR-0493,2025-09-29,9,40,Q3,Monsoon,Nagpur,Hypermarket,RTL-0069,Sunita Verma,urban youth,wafers,Customer asked if we have anything as sour as the raw tamarind they eat on street.,flavor_trend,tangy_sour_flavor_rise
